1.50435220836015E+018,0.6864655,9.4552450417,-2.6559677083,0.0055850536,-0.0132645023,-0.0411897703
1.50435220836515E+018,0.7273265417,9.4552450417,-2.6804843333,0.006981317,-0.0104719755,-0.0439822972
1.50435220837015E+018,0.6946377083,9.5042782917,-2.69682875,0.0034906585,-0.0111701072,-0.0453785606
1.50435220837515E+018,0.6864655,9.4797616667,-2.6804843333,0.0083775804,-0.0111701072,-0.0460766923
1.50435220838015E+018,0.661948875,9.4552450417,-2.6477955,0.013962634,-0.006981317,-0.0460766923
1.50435220838515E+018,0.661948875,9.5124505,-2.672312125,0.0132645023,-0.0090757121,-0.0495673508
1.50435220839015E+018,0.6047434167,9.536967125,-2.672312125,0.0083775804,-0.0104719755,-0.0502654825
1.50435220839515E+018,0.5475379583,9.5042782917,-2.6641399167,0.006981317,-0.0090757121,-0.0488692191
1.50435220840015E+018,0.5475379583,9.4961060833,-2.6641399167,0.0125663706,-0.0097738438,-0.0488692191
1.50435220840515E+018,0.563882375,9.4225562083,-2.6804843333,0.0118682389,-0.0076794487,-0.046774824
1.50435220841015E+018,0.5475379583,9.5042782917,-2.721345375,0.0132645023,-0.0083775804,-0.0460766923
1.50435220841515E+018,0.5475379583,9.4552450417,-2.6886565417,0.013962634,-0.0062831853,-0.0453785606
1.50435220842015E+018,0.563882375,9.4062117917,-2.672312125,0.0111701072,-0.0111701072,-0.0439822972
1.50435220842515E+018,0.5475379583,9.438900625,-2.721345375,0.0125663706,-0.0104719755,-0.0453785606
1.50435220843015E+018,0.5802267917,9.4470728333,-2.745862,0.0132645023,-0.0132645023,-0.0397935069
1.50435220843515E+018,0.563882375,9.4552450417,-2.7540342083,0.0118682389,-0.0118682389,-0.0453785606
1.50435220844015E+018,0.588399,9.4715894583,-2.721345375,0.0104719755,-0.0132645023,-0.0411897703
1.50435220844515E+018,0.6047434167,9.4797616667,-2.7540342083,0.0132645023,-0.0118682389,-0.041887902
1.50435220845015E+018,0.6047434167,9.46341725,-2.7867230417,0.0076794487,-0.0132645023,-0.0425860337
1.50435220845515E+018,0.6047434167,9.5124505,-2.7622064167,0.0083775804,-0.0118682389,-0.0446804289
1.50435220846015E+018,0.6210878333,9.4961060833,-2.7785508333,0.0076794487,-0.0104719755,-0.0425860337
1.50435220846015E+018,0.6210878333,9.4961060833,-2.7785508333,0.0076794487,-0.0104719755,-0.0425860337
1.50435220846515E+018,0.6047434167,9.4225562083,-2.7785508333,0.0104719755,-0.0076794487,-0.0446804289
1.50435220847015E+018,0.5720545833,9.5042782917,-2.79489525,0.0090757121,-0.0055850536,-0.0425860337
1.50435220847515E+018,0.563882375,9.4797616667,-2.7540342083,0.0006981317,-0.0041887902,-0.0453785606
1.50435220848015E+018,0.6047434167,9.4797616667,-2.745862,-0.0006981317,-0.0048869219,-0.0446804289
1.50435220848515E+018,0.5557101667,9.4797616667,-2.7376897917,0.0041887902,-0.0027925268,-0.0425860337
1.50435220849015E+018,0.5475379583,9.4797616667,-2.7376897917,0.0013962634,-0.0006981317,-0.0432841654
1.50435220849515E+018,0.5311935417,9.5124505,-2.7050009583,0,0,-0.0397935069
1.50435220850015E+018,0.4985047083,9.5124505,-2.69682875,-0.0020943951,-0.006981317,-0.0411897703
