0,0.0192156069,0.1253709692,0.024808349
1,0.0021024382,-0.0007427683,-0.0004818442
2,0.0080302449,0.0736540114,0.0109057646
3,-0.1104461943,-0.2960606508,-0.2150992315
4,-0.0845485197,-0.2017184676,-0.244960238
5,-0.1068197124,-0.2799940118,-0.2305314393
6,-0.0051462914,0.0235258623,-0.051663543
7,-0.0946641084,-0.2388745812,-0.1961804641
8,-0.1191831808,-0.3197579539,-0.1770783557
9,-0.0830485129,-0.1965527805,-0.2160869553
10,-0.0598884985,-0.1292767418,-0.1661224174
11,0.0021024382,-0.0007427683,-0.0004818442
12,0.0116172898,0.1033501153,0.0152264792
13,-0.0754130328,-0.1435891701,-0.2919239455
14,-0.0129044521,0.0012040557,-0.0704662119
15,-0.0955744672,-0.2218936725,-0.2627072378
16,0.0909599669,0.3141616435,0.0353856433
17,-0.1502308542,-0.3842762072,-0.1713598576
18,-0.1007224101,-0.2326210525,-0.2336196595
19,-0.1117293538,-0.2695371235,-0.2305083034
20,-0.1248019035,-0.3071078313,-0.1857379813
21,-0.1269041978,-0.3140358057,-0.1647850903
22,-0.0778521464,-0.1388304971,-0.2810273496
23,-0.1357480883,-0.3340177223,-0.2177287797
24,-0.1045495166,-0.237541548,-0.2248197574
25,-0.0954504664,-0.214164124,-0.1898936223
26,-0.1295025997,-0.3120506622,-0.1748517829
27,-0.0706004253,-0.129200471,-0.2174816708
28,-0.0992179023,-0.2254080872,-0.1666306375
29,-0.0961442272,-0.1916144833,-0.2760076289
30,-0.1203588371,-0.2721869167,-0.20491145
31,-0.0895308551,-0.1605940112,-0.2818471774
32,-0.0896765411,-0.1878977897,-0.1731487756
33,-0.0899525688,-0.1823366796,-0.1951733933
34,-0.1209173643,-0.2666469341,-0.2354349732
35,-0.1084979492,-0.2233180689,-0.249400471
36,-0.0810147172,-0.1643800264,-0.1452305045
37,0.0021024382,-0.0007427683,-0.0004818442
38,-0.0944044275,-0.1656834663,-0.2806417527
39,-0.1739106925,-0.3874533262,-0.3009500575
40,-0.0569669882,-0.0757982122,-0.1945179911
41,-0.1125900033,-0.2322459816,-0.1946514895
42,-0.1339500756,-0.2896181171,-0.2012382898
43,0.0021024382,-0.0007427683,-0.0004818442
44,-0.0436744417,-0.0626644602,-0.1300391438
45,0.0196149762,0.0873145206,-0.0370403216
46,-0.06368774,-0.0908703872,-0.1975292026
47,0.0021024382,-0.0007427683,-0.0004818442
48,0.0021024382,-0.0007427683,-0.0004818442
49,0.0021024382,-0.0007427683,-0.0004818442
50,0.0205241627,0.0720519788,0.0367644164
51,-0.1882639735,-0.3557424479,-0.4493038908
52,-0.1192506712,-0.227678086,-0.2365989536
53,-0.140580128,-0.2898312401,-0.1993710642
54,-0.0679265261,-0.0920387903,-0.205373238
55,-0.0999590334,-0.1835049707,-0.1819419235
56,-0.113276498,-0.2183105359,-0.1531677366
57,0.0021024382,-0.0007427683,-0.0004818442
58,0.0021024382,-0.0007427683,-0.0004818442
59,-0.0651688544,-0.0977105273,-0.1616094712
60,0.0315256524,0.0945110624,0.0362053538
61,-0.1136269258,-0.1823640803,-0.2821221682
62,-0.1461234022,-0.2783044966,-0.218412097
63,-0.0870921424,-0.1406228747,-0.1836527574
64,0.0906770275,0.2367645602,0.0372899837
65,0.0021024382,-0.0007427683,-0.0004818442
66,0.0021024382,-0.0007427683,-0.0004818442
67,-0.1289516048,-0.2214287183,-0.2473837303
68,0.0021024382,-0.0007427683,-0.0004818442
69,-0.1257485029,-0.2048880751,-0.2547378684
70,0.0021024382,-0.0007427683,-0.0004818442
71,-0.108765868,-0.1771486319,-0.1999901769
72,-0.1067964605,-0.1474797609,-0.2640429457
73,-0.0576344641,-0.0603731668,-0.1736666087
74,-0.1101968779,-0.1499450672,-0.2762142316
75,-0.1645794427,-0.2937205803,-0.2265105201
76,0.0021024382,-0.0007427683,-0.0004818442
77,0.0021024382,-0.0007427683,-0.0004818442
78,0.0021024382,-0.0007427683,-0.0004818442
79,-0.1294903921,-0.2006596221,-0.2522181374
80,-0.1436362321,-0.2449913875,-0.2077669598
81,-0.1513880264,-0.2479716893,-0.2330765435
82,-0.0706409529,-0.0855986851,-0.1685156639
83,-0.1726614236,-0.2407763478,-0.3825113504
84,0.0021024382,-0.0007427683,-0.0004818442
85,-0.1006058596,-0.1127111838,-0.2684571828
86,-0.0695715588,-0.086783955,-0.1600878302
87,-0.1055407197,-0.1527027409,-0.2005707678
88,-0.1403288663,-0.21759173,-0.2404646706
89,-0.162111855,-0.2726813532,-0.1989424891
90,-0.0700486557,-0.0786906487,-0.1735870253
91,-0.110950778,-0.1632491774,-0.1911873486
92,0.0021024382,-0.0007427683,-0.0004818442
93,-0.1109460846,-0.1252728322,-0.27923734
94,-0.083070435,-0.1095058723,-0.176014223
95,-0.1424178321,-0.2086182664,-0.2537411607
96,0.0021024382,-0.0007427683,-0.0004818442
97,-0.0338372392,-0.0217410854,-0.1039376998
98,0.0021024382,-0.0007427683,-0.0004818442
99,0.0021024382,-0.0007427683,-0.0004818442
100,0.0021024382,-0.0007427683,-0.0004818442
101,0.2169938534,0.4336131418,0.0631432405
102,0.0021024382,-0.0007427683,-0.0004818442
103,-0.1576142608,-0.2504328544,-0.1661887481
104,-0.1166970769,-0.1660035727,-0.1748111007
105,0.0363216328,0.0796067739,0.0279661379
106,0.040043145,0.0909316179,0.0213211564
107,0.0784056131,0.1746657607,-0.0132453907
108,0.0332671771,0.0694566483,0.0337661105
109,-0.0151876937,-0.0086174886,-0.0563600424
110,-0.0636579071,-0.1763797153,0.0260212152
111,-0.0710019281,-0.199380802,0.0241165526
112,0.0065062705,0.0671138555,-0.0843886652
113,0.004087121,0.0582272955,-0.0800361925
114,-0.0986356434,-0.287215014,0.0192458909
115,-0.096515214,-0.2780663264,0.0080698742
116,-0.1041357408,-0.3028340133,0.0024624799
117,-0.1086601077,-0.3136596638,-0.0118579876
118,0.0128581432,0.0771169648,-0.1016820754
119,0.0021024382,-0.0007427683,-0.0004818442
120,0.0021024382,-0.0007427683,-0.0004818442
121,0.0021024382,-0.0007427683,-0.0004818442
122,-0.0613401977,-0.1333283424,-0.0036490062
123,-0.1149181198,-0.3223950023,-0.1342087981
124,-0.0365694362,-0.0701224487,-0.0468502546
125,-0.1689852297,-0.4579162188,0.0206381139
126,-0.1100118737,-0.2605590512,0.0631445153
127,-0.0652096666,-0.1318559122,0.007316802
128,-0.121838789,-0.3176694607,-0.1367802016
129,-0.1110146526,-0.2256281433,0.0705807456
130,0.0021024382,-0.0007427683,-0.0004818442
131,-0.1008778502,-0.1829893504,0.0424544025
132,-0.09451923,-0.160483769,0.0230695452
133,-0.1725121606,-0.3115718393,-0.1318159646
134,-0.1331987817,-0.2100869187,0.0630172279
135,-0.2258555938,-0.3936832991,0.0108456898
136,-0.2063307663,-0.344808858,0.0127119679
137,-0.0157952381,-0.1972821751,-0.2228221338
138,0.0021024382,-0.0007427683,-0.0004818442
139,0.0082382774,-0.2431623147,0.0082112075
140,0.0074956998,-0.2424350815,-0.0173696041
141,0.0029370277,-0.248830498,0.0216206876
142,-0.0015122521,-0.1739758526,0.026530842
143,-0.0015572421,-0.1824299569,0.0187801926
144,0.0010521869,-0.2798955409,0.0051483367
145,-0.0030708049,-0.1907778155,0.005680546
146,-0.0032996979,-0.2182795371,0.0365901948
147,-0.0047298209,-0.1871367045,0.0321793555
148,-0.0048284703,-0.1712511623,0.0362454906
149,-0.0023811399,-0.2480884301,0.0203638752
150,-0.0048178448,-0.2305407236,0.0375450947
151,-0.0015394448,-0.2878051157,-0.0243019682
152,0.0021024382,-0.0007427683,-0.0004818442
153,-0.0067562122,-0.1730204617,0.0026143865
154,-0.010810232,-0.1351712844,-0.0317338398
155,-0.0047216197,-0.2871942636,0.0135175594
156,-0.0077282331,-0.1789867457,0.0223600463
157,0.0021024382,-0.0007427683,-0.0004818442
158,0.0021024382,-0.0007427683,-0.0004818442
159,-0.0098681192,-0.0165204097,-0.0575067806
160,-0.0106285704,-0.2411122621,0.0138446132
161,-0.0105702635,-0.0247396859,-0.0551020429
162,-0.01315533,-0.2786814993,-0.0217763954
163,-0.0154822008,-0.2698453429,0.0201768503
164,-0.016977375,-0.2850507358,-0.0260664793
165,-0.0294366458,-0.2650879656,0.0205857857
166,-0.0272855537,-0.1931732738,0.0389900175
167,-0.0282168298,-0.2000390095,0.0470654178
168,0.0021024382,-0.0007427683,-0.0004818442
169,-0.0357684073,-0.2740293337,0.0242046796
170,0.0021024382,-0.0007427683,-0.0004818442
171,-0.0361294193,-0.2246093345,0.0411119194
172,-0.0402983111,-0.2243223394,0.0546613619
173,0.0021024382,-0.0007427683,-0.0004818442
174,-0.0444865451,-0.2566375753,0.0395614644
175,-0.0608848121,-0.3435177383,0.0985980331
176,-0.0378895577,-0.1515419971,0.0227574529
177,-0.0451888858,-0.240345911,0.0177393198
178,-0.0041790201,0.0566407339,-0.0895506732
179,-0.0509322171,-0.2339240936,0.0421070603
180,-0.0555145863,-0.2765445908,0.0185984557
181,-0.0636052659,-0.2935207146,0.0003734491
182,0.0021024382,-0.0007427683,-0.0004818442
183,0.0021024382,-0.0007427683,-0.0004818442
184,0.0021024382,-0.0007427683,-0.0004818442
185,-0.1084364982,-0.4933387379,0.0173668143
186,-0.0432130533,-0.1458673914,0.0092249822
187,-0.0683671151,-0.2626658835,0.024447918
188,-0.0528884185,-0.1691250982,-0.012162612
189,-0.088716853,-0.3386620835,0.078756351
190,-0.0676415947,-0.2490279415,0.0325883937
191,-0.065155421,-0.2186779872,0.053122682
192,-0.0555189747,-0.1900263959,-0.009958677
193,-0.0667187033,-0.2191978181,0.0588099237
194,-0.1060893782,-0.4014280225,0.0203810485
195,-0.0956912838,-0.3520504111,-0.0089115965
196,-0.0312913525,-0.0620391048,-0.027216802
197,-0.0549189594,-0.1484766619,0.0236153813
198,0.0021024382,-0.0007427683,-0.0004818442
199,0.0580831943,-0.1144417972,-0.2400231392
200,0.0441685977,-0.2692813911,-0.2090480827
201,0.0472593459,-0.2257021645,-0.2682232981
202,0.0021024382,-0.0007427683,-0.0004818442
203,0.0164966646,-0.0824738838,-0.0100885303
204,0.0318883757,-0.1474999452,0.0222273153
205,0.0099417771,-0.0767613638,-0.02070505
206,0.0021024382,-0.0007427683,-0.0004818442
207,0.0238246877,-0.1762750371,0.0181508679
208,0.0166051695,-0.1584806509,0.0216172884
209,0.0163658845,-0.1754913077,0.033443158
210,0.0010420675,-0.1014853538,-0.024084387
211,0.0118333938,-0.1750192294,0.0325224962
212,0.0109687354,-0.2104343166,0.0464378866
213,0.1197719699,-0.3435153745,-0.1589683694
214,0.0622703261,-0.3251101479,-0.2459067396
215,0.0090746578,-0.0617156376,-0.0506721264
216,0.0437762145,-0.3415094973,-0.0191743148
217,0.0008726649,-0.0002950724,-0.0008472158
218,0.0112938855,-0.3033385311,0.092324313
219,0.0008726649,-0.0002950724,-0.0008472158
220,-0.0030818302,-0.2617702237,-0.0283801509
221,0.0059222067,0.2357099447,-0.134383609
222,-0.0737356515,-0.2800688706,0.0634142784
223,0.0008726649,-0.0002950724,-0.0008472158
224,-0.0941016438,-0.2736174925,-0.2828335036
225,0.0008726649,-0.0002950724,-0.0008472158
226,-0.1074153701,-0.2756200187,-0.2621692338
227,-0.1142680784,-0.3084346102,-0.154494603
228,-0.1157117228,-0.2976858901,-0.2548116913
229,-0.128303069,-0.288654344,-0.2237354298
230,-0.1172227202,-0.2340489863,-0.2949051068
